DonViId,TenDonVi,DiaChi,Website,MoTa,ChuongTrinh,ChuSoHuu,LaChiNhanh,TinhTrang,GVVN,GVNN,HoatDong,LoaiQuyetDinh,QuyetDinhSo
560,"Công ty TNHH Trang Việt Anh
"," 85 Thành Mỹ, F.8, Q. Tân Bình (số cũ 170/171 Lạc Long Quân, Phường 8 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,540
561,"Công ty TNHH Thương mại Minh Hoàng An
","38/20A Nguyễn Ngọc Cung, Phường 16 Quận 8 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,659
562,"Công ty TNHH Du học Du lịch Thương mại Dịch vụ Á Âu
","52 Trần Huy Liệu, Phường 12 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,660
563,"Công ty CP Du học - Du lịch Tân Đăng Quang
","293 Huỳnh Văn Bánh, Phường 11 Quận Phú Nhuận Thành Phố Hồ Chí Minh","http://tandangquang.com/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,808
564,"Công ty TNHH Nguyễn Uyên
","16/6 Phan Ngữ, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh","http://nuvietnam.com/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,809
565,"Công ty TNHH Đầu tư và Phát triển Giáo dục UniLink
","lầu 5, số 55-57 Nguyễn Văn Giai, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh","http://unilink.edu.vn/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,855
566,"Công ty TNHH EF Education First Việt Nam
","Tòa nhà Saigon Pavilion, số 53-55, đường Bà Huyện Thanh Quan, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1099
567,"Công ty TNHH Một thành viên Tư vấn Giáo dục Canada
","170 Nam Kỳ Khởi Nghĩa, Phường 6 Quận 3 Thành Phố Hồ Chí Minh","http://vietnam.canada-edu.org/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1185
568,"Trung tâm Dạy nghề và Ngoại ngữ Forward TNHH
","83A Nguyễn Thái Bình, Phường 4 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1205
569,"Công ty CP thương mại Đức Tú
","158, đường Hồ Bá Kiện, Phường 15 Quận 10 Thành Phố Hồ Chí Minh","http://dtu.com.vn/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1283
570,"Công ty TNHH JP Hải Nam
","125/7, đường Lê Đức Thọ, Phường 17 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1323
571,"Công ty TNHH Tư vấn Giáo dục Minh Nguyệt
","656/48-656/50, đường Cách Mạng Tháng Tám, Phường 11 Quận 3 Thành Phố Hồ Chí Minh","http://duhocminhnguyet.com/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1327
572,"Công ty TNHH Du học Liên Châu
","103, đường Vườn Chuối, Phường 4 Quận 3 Thành Phố Hồ Chí Minh","http://www.duhoclienchau.com/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1332
573,"Công ty TNHH Phát triển Giáo dục Đông Du
","43D/46, đường Hồ Văn Huê, Phường 9 Quận Phú Nhuận Thành Phố Hồ Chí Minh",www.dongdu.edu.vn,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1333
574,"Công ty TNHH Tư vấn Giáo dục Quốc tế T&N Sydney
","163, đường Điện Biên Phủ, Phường 15 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1413
575,"Công ty TNHH Giáo dục Thương mại Quốc tế Sài Gòn
","250, đường Tô Hiệu, Phường Hiệp Tân Quận Tân Phú Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1415
576,"Công ty TNHH Dịch vụ Hoàng Kim Phát
","57-59, đường Hồ Tùng Mậu, Phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1416
577,"Công ty TNHH Dịch vụ và Đào tạo Kết Nối Toàn Cầu
","6B, đường Tú Xương, Phường 7 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1417
578,"Công ty TNHH Đào tạo và Dịch vụ Tầm Nhìn Mới
","16, đường Đinh Tiên Hoàng, Phường 1 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1422
"
579,"Công ty TNHH Một thành viên Đại Thiên Sơn
","339/79A Lê Văn Sỹ, Phường 13 Quận 3 Thành Phố Hồ Chí Minh","http://www.daithienson.com
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1423
580,"Công ty TNHH Quốc tế Unistart Education
","59B, đường Nguyễn Văn Thủ, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1504
581,"Công ty TNHH Tư vấn Dịch vụ Thương mại AMV
","Lầu 6, Tòa nhà IDD, số 111 Lý Chính Thắng, Phường 7 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1796
582,"Công ty TNHH Một thành viên Dịch vụ Chuông Xanh
","286/12, đường Tô Hiến Thành, Phường 15 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1797
583,"Công ty TNHH Truyền thông Giáo dục Hòa Bình
","B22/8C, đường Bạch Đằng, Phường 2 Quận Tân Bình Thành Phố Hồ Chí Minh","http://duhochoabinh.com
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1798
584,"Công ty CP Tư vấn Du học - Đào tạo Huấn Nghệ
","141C, đường Đặng Văn Ngữ, Phường 14 Quận Phú Nhuận Thành Phố Hồ Chí Minh","http://huannghe.com/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1799
585,"Công ty TNHH Tư vấn Đào tạo Hy Vọng
","12, đường Hoa Phượng, Phường 2 Quận Phú Nhuận Thành Phố Hồ Chí Minh",info@hopeco.edu.vn,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1800
586,"Công ty TNHH Tư vấn và Giáo dục Echigo
","3/57, đường Thành Thái, Phường 14 Quận 10 Thành Phố Hồ Chí Minh","http://www.echigo.edu.vn/
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1849
587,"Công ty CP Tư vấn Giáo dục và Đào tạo Nhân lực Lions
"," 01, đường Phan Huy Chú, Phường Bình Thọ Quận Thủ Đức Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1850
588,"Công ty TNHH Tài chánh - Thương mại - Du học - Du lịch Thái Bình Dương
"," 57, đường Hồ Văn Huê, Phường 9 Quận Phú Nhuận Thành Phố Hồ Chí Minh",pacific-ocean@hcm.fpt.vn,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,1959
589,"Công ty TNHH Giải pháp Đào tạo Chất lượng
","86, đường Phạm Viết Chánh, Phường 19 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,206
590,"Công ty TNHH Du lịch Quốc tế Việt Nhật
","49/83B, đường Trần Kế Xương, Phường 7 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,207
591,"Công ty TNHH Tư vấn Chất lượng VJQC
","63, đường Nguyễn Thái Bình, Phường 4 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,208
592,"Công ty TNHH Du học Quốc tế Hồng Hà
","31/3/5, đường Lê Văn Sỹ, Phường 13 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,209
593,"Công ty TNHH Thương mại Dịch vụ Tư vấn The AVSS Việt Nam
","99, đường Nguyễn Bỉnh Khiêm, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,210
594,"Công ty TNHH Thương mại Dịch vụ Trung Phương
","59/3, đường Thuận Kiều, Phường Tân Thới Nhất Quận 12 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,211
595,"Viện Đào tạo Quốc tế
 Trường Đại học Quốc gia Thành phố Hồ Chí Minh
","29, đường Nguyễn Khắc Nhu, Phường Cô Giang Quận 1 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,212
596,"Công ty Cổ phần Dịch vụ và Tư vấn Giáo dục Cọ vàng
","117/22 đường Nguyễn Hữu Cảnh, Phường 22 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,308
597,"Công ty TNHH Tư vấn Du học Phi English Việt Nam
","Tầng 5, tòa nhà The Galleria, số 258 đường Nam Kỳ Khởi Nghĩa, Phường 8 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,915
598,"Công ty TNHH Tư vấn du học Stella
","292/8 đường CMT8, Phường 10 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,878
599,"Công ty TNHH Acura
","Phòng 202, lầu 2, tòa nhà Cienco 585, số 88-88A, đường D2, Phường 25 Quận Bình Thạnh Thành Phố Hồ Chí Minh","info@acuravietnam.vn
",None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,916
600,"Công ty Cổ phần du học di trú Quốc tế Vicky
","34 đường Ngô Quang Huy, Phường Thảo Điền Quận 2 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,201
601,"Công ty TNHH Blue Galaxy Group
","171 Võ Thị Sáu, Phường 7 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,524
602,"Công ty TNHH Một thành viên Thương mại và hợp tác Giáo dục Mỹ Việt 
","31C đường Lý Tự Trọng, Phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,525
603,"Công ty Cổ phần Kết nối Văn hóa Việt
","151, đường Võ Thị Sáu, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4420/GDĐT-TC
"
604,"Công ty TNHH Đầu tư và Tư vấn Giáo dục Quốc tế Đai Dương
","37, đường Nguyễn Chí Thanh, Phường 9 Quận 5 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"914/GDĐT-TC
"
605,"Công ty Cổ phần Du học IMM
","135A, đường Pasteur, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Hữu Tuấn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1345/GDĐT-TC
"
606,"Công ty Cổ phần Đầu tư Sài Gòn Giá Trị
","31-33, đường Hoàng Sa, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Lê Linh Vũ
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1278/GDĐT-TC
"
607,"Công ty TNHH Đào tạo ngoại ngữ Duy Tân
","3D, đường Trần Phú, Phường 4 Quận 5 Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Hữu Yến Ngọc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1344/GDĐT-TC
"
608,"Công ty TNHH Tư vấn và Phát triển HNH
","101, đường Trần Hưng Đạo, Phường Cầu Ông Lãnh Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Hồng Hạnh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1423/GDĐT-TC
"
609,"Công ty TNHH Một thành viên Hừng Đông Xanh
","378/30, đường An Dương Vương, Phường 4 Quận 5 Thành Phố Hồ Chí Minh",None,None,None,"bà Lê Nguyễn Ngọc Thanh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1600/GDĐT-TC
"
610,"Công ty TNHH Tư vấn và Giáo dục CEC
","tầng 1 tòa nhà Alpha Tower, số 151-153, đường Nguyễn Đình Chiểu, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Trương Vũ Trinh Thy
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1602/GDĐT-TC
"
611,"Công ty TNHH Giáo dục và Tư vấn EPA
","Phòng 2.07, tầng 2, khu 1, Cao ốc The Prince, số 17-19-21, đường Nguyễn Văn Trỗi, Phường 12 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Nha Trang
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1599/GDĐT-TC
"
612,"Công ty TNHH Nhật ngữ Tera koya
","42 Nguyễn Phi Khanh, Phường Tân Định Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Lê Anh Trâm
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1601/GDĐT-TC
"
613,"Công ty TNHH Tư vấn Đồng Thịnh
","16/2, đường Trần Thiện Chánh, Phường 12 Quận 10 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Ngọc Tuấn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1699/GDĐT-TC
"
614,"Công ty Language Link Việt Nam
","phòng 102-03, tầng 1, cao ốc Saigon Trade Center, số 37, đường Tôn Đức Đức Thắng, Phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"ông GAVAN IACONO
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1700/GDĐT-TC
"
615,"Công ty TNHH Hỗ trợ Du học Việt Nhật
","13A, đường Nguyễn Hiến Lê, Phường 13 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Hải Yến
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1521/GDĐT-TC
"
616,"Công ty Trách nhiệm hữu hạn Dịch vụ Thương mại Tư vấn Nguồn Sáng Mới
","1C, đường 359, phường Phước Long B Quận 9 Thành Phố Hồ Chí Minh",None,None,None,"bà Tô Nữ Bảo Trân
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1747/GDĐT-TC
"
617,"Công ty Trách nhiệm hữu hạn Tài năng Giáo dục Toàn Cầu
","16A1, đường Vũ Ngọc Phan, Phường 13 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Nguyễn Khánh Dũng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1746/GDĐT-TC
"
618,"Công ty Cổ phần Dịch vụ Đào tạo và Tư vấn Du học
","284-286 Hoàng Văn Thụ, Phường 4 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"ông Trần Tam Anh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1745/GDĐT-TC
"
619,"Công ty TNHH Agent Hai
","166, đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình Quận 1 Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"1814/GDĐT-TC
"
620,"Viện Đào tạo và HTQT thuộc Trường ĐH GTVT TPHCM
","2, đường Võ Oanh, Phường 25 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,None,0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2471/GDĐT-TC
"
621,"Chi nhánh TPHCM-Công ty Cổ phần Jellyfish Education
","538, đường CMT8, Phường 11 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Đào Thùy Dương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2486/GDĐT-TC
"
622,"Công ty Cổ phần DVTM và Xuất khẩu lao động Trường Sơn
","30, đường Đặng Văn Ngữ, Phường 10 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Hoa
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2630/GDĐT-TC
"
623,"Công ty TNHH Thương mại và Nguồn nhân lực Havico
","1146/39/31, đường Quang Trung, Phường 8 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Xuân Hải
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2752/GDĐT-TC
"
624,"Công ty Cổ phần Hajime Nipon Việt Nam
","179, đường D1, Phường 25 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Thị Mỹ Khánh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2750/GDĐT-TC
"
625,"Công ty TNHH A-Star-Education Việt Nam
","Tầng 6, số 21, đường Lê Quý Đôn, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Trung Kiên
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2751/GDĐT-TC
"
627,"Công ty Cổ phần Đầu tư Tân Đại Dương
","60, đường Đinh Công Tráng, Phường Tân Định Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Trung Kiên
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2886/GDĐT-TC
"
628,"Công ty Cổ phần Giáo dục Rigth Way
","14A, đường Sông Đà Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Thùy Dương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2887/GDĐT-TC
"
629,"Công ty Trách nhiệm hữu hạn Phát triển nhân lực Hòa bình Toàn cầu HGP
","315/1C, đường Lê Văn Sỹ, Phường 13 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"Ông Hoàng Công Pháp
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"2957/GDĐT-TC
"
630,"Công ty Trách nhiệm hữu hạn Tư vấn du học Focus
","38 đường 15C KDC Phong Phú 4, xã Phong Phú Huyện Bình Chánh Thành Phố Hồ Chí Minh",None,None,None,"ông Phùng Chí Toàn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3072/GDĐT-TC
"
631,"Công ty Trách nhiệm hữu hạn Du học Quốc tế Anh Quốc
","Lầu 2, tòa nhà Alpha, số 151, đường Nguyễn Đình Chiểu, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"bà Phan Thị Ngọc Mai
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3137/GDĐT-TC
"
632,"Công ty Cổ phần ICO EURO-Chi nhánh Thành phố Hồ Chí Minh
","98, đường Phạm Văn Chiêu, Phường 9 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Văn Bắc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3147/GDĐT-TC
"
633,"Công ty Trách nhiệm hữu hạn Thương mại Dịch vụ Quốc tế Đài Việt
","728-730, đường Võ Văn Kiệt, Phường 1 Quận 5 Thành Phố Hồ Chí Minh",None,None,None,"bà Linh Lệ Minh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3251 /GDĐT-TC
"
634,"Công ty Trách nhiệm hữu hạn H&H Capital
","67, đường Lê Lợi, Phường Bến Nghé Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"ông Nguyễn Hoàng Hùng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3228 /GDĐT-TC
"
635,"Công ty Cổ phần Edugo Việt Nam-Chi nhánh tại Thành phố Hồ Chí Minh 
","tầng 6, tòa nhà Lutaco, số 173A, đường Nguyễn Văn Trỗi, Phường 11 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Hồng Ngọc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3338/GDĐT-TC
"
636,"Công ty TNHH Đầu tư và Giáo dục TOUMON 
","432/30  đường Tô Ký, Khu phố 5, phường Tân Chánh Hiệp Quận 12 Thành Phố Hồ Chí Minh",None,None,None,"bà Hoàng Thị Thanh Trúc
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3337/GDĐT-TC
"
637,"Công ty TNHH Young Kwang Group 
","61A, đường Quang Trung, phường Hiệp Phú Quận 9 Thành Phố Hồ Chí Minh",None,None,None,"ông EOM TAE EAK
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3464/GDĐT-TC
"
638,"Công ty Cổ phần Mevita Vietnam
","Tầng 1, Tòa nhà Rosana, số 60, đường Nguyễn Đình Chiểu, Phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Lê Thị Hải Yến
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3465/GDĐT-TC
"
639,"Công ty TNHH Tư vấn du học Long Phan
","38, đường số 10, khu dân cư Nam Long, phường Tân Thuận Đông Quận 7 Thành Phố Hồ Chí Minh",None,None,None,"ông Phan Tấn Long
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3553/GDĐT-TC
"
640,"Chi nhánh Hệ thống Giáo dục Quốc tế AKI Sài Gòn-Công ty Cổ phần Tư vấn Giáo dục và Đào tạo AKI 
","226/11, đường Nguyễn Thái Sơn, Phường 4 Quận Gò Vấp Thành Phố Hồ Chí Minh",None,None,None,"ông Đào Huy Hoàng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3554/GDĐT-TC
"
641,"Công ty TNHH Yes Study 
","74C, đường Nguyễn Văn Cừ, phường Nguyễn Cư Trinh Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"ông Khưu Đức Anh Huy
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3555/GDĐT-TC
"
642,"Chi nhánh Công ty Cổ phần IBA - Việt Nam
","14/10, đường Ngô Tất Tố, Phường 19 Quận Bình Thạnh Thành Phố Hồ Chí Minh",None,None,None,"ông Phan Đình Thư
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3600/GDĐT-TC
"
643,"Chi nhánh Công ty TNHH Dịch vụ Nhật Anh
","104, đường Bàu Cát 2, Phường 12 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Nguyễn Thị Kim Anh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3866/GDĐT-TC
"
644,"Công ty TNHH Quốc tế Han Star 
","259A, đường Nguyễn Văn Trỗi, Phường 10 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Võ Thị Kim Tho
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3893/GDĐT-TC
"
645,"Công ty TNHH Một thành viên Quốc tế Thanh Niên
","69, đường Trường Chinh, phường Tân Thới Nhất Quận 12 Thành Phố Hồ Chí Minh",None,None,None,"ông Lâm Hưng Thịnh
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3929/GDĐT-TC
"
646,"Công ty Cổ phần SEI JIN Việt Nam
"," 60 đường C18, Phường 12 Quận Tân Bình Thành Phố Hồ Chí Minh",None,None,None,"bà Phan Thị Kim Chi
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3967/GDĐT-TC
"
647,"Công ty TNHH DEOW VIETNAM
","107, đường Nguyễn Đình Chiểu, Phường 6 Quận 3 Thành Phố Hồ Chí Minh",None,None,None,"ông Vũ Tất Minh Uy
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3970/GDĐT-TC
"
648,"Công ty TNHH Xây dựng – Thương mại Du lịch Hồng Ngọc Hà
","268, đường Cô Bắc, Phường Cô Giang Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Phạm Thị Sơn
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3971/GDĐT-TC
"
649,"Công ty TNHH Máy và Thiết bị Công nghiệp Cơ Đạt
","46/15, đường Dương Văn Dương, Phường Tân Quý Quận Tân Phú Thành Phố Hồ Chí Minh",None,None,None,"ông Lê Văn Tâm
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3969/GDĐT-TC
"
650,"Công ty Cổ phần Giáo dục Toàn Cầu IEG
","81, đường Phan Kế Bính, phường Đa Kao Quận 1 Thành Phố Hồ Chí Minh",None,None,None,"bà Ngô Thị Thanh Hương
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3968/GDĐT-TC
"
652,"Công ty TNHH Tư vấn Du học Hoàng Anh
","202 Hoàng Văn Thụ, Phường 9 Quận Phú Nhuận Thành Phố Hồ Chí Minh",None,None,None,"bà Trần Thị Thuận
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"3965/GDĐT-TC
"
653,"Công ty TNHH Phát triển Quốc tế DPI
","16, đường 232 Cao Lỗ, Phường 4 Quận 8 Thành Phố Hồ Chí Minh",None,None,None,"bà Phạm Thị Ngọc Hằng
",0,Đang hoạt động,None,None,Ngoài nhà trường,Quyết Định Thành Lập,"4008/GDĐT-TC
"
